Age,Preference,SlNo,Gender,Percent_SSC,Board_SSC,Percent_HSC,Board_HSC,Stream_HSC,Percent_Degree,Course_Degree,Experience_Yrs,Entrance_Test,Percentile_ET,Percent_MBA,Specialization_MBA,Marks_Communication,Marks_Projectwork,Marks_BOCA,Placement,Salary,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
,,103,M,77.44,Others,77.83,Others,Commerce,71,Management,0,,0,67.53,Marketing & Finance,60,76,77,Placed,240000,FDW57,8.31,Regular,0.115857223,Snack Foods,179.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616
,,104,M,81.2,CBSE,70.4,CBSE,Commerce,62.89,Commerce,0,MAT,61.6,62.48,Marketing & Finance,60,77,62,Placed,300000,DRB48,16.75,Regular,0.024832806,Soft Drinks,38.7822,OUT013,1987,High,Tier 3,Supermarket Type1,667.7974
,,105,F,83.5,Others,59.2,Others,Science,63.4,Science,0,MAT,59,59.69,Marketing & Finance,62,79,71,Placed,240000,FDP09,19.75,Low Fat,0.034027909,Snack Foods,212.0902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.853
,,106,M,53.44,Others,51.66,Others,Commerce,57,Commerce,0,,0,52.82,Marketing & Finance,54,53,50,Placed,180000,FDH14,17.1,Regular,0.0467696,Canned,141.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408
,,107,M,79,CBSE,65,CBSE,Commerce,65,Management,0,MAT,44.56,64.75,Marketing & Finance,64,67,66,Placed,240000,FDA47,10.5,Regular,0.116576702,Baking Goods,163.121,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331
,,108,M,50,ICSE,64,Others,Commerce,50,Commerce,0,CAT,13,57.76,Marketing & Finance,50,76,50,Placed,400000,FDG12,6.635,Regular,0,Baking Goods,121.3098,OUT045,2002,,Tier 2,Supermarket Type1,2530.7058
,,109,M,52.5,Others,53.4,Others,Commerce,55.21,Management,1,,0,72,Marketing & Finance,73,79,55,Not Placed,0,DRE60,,Low Fat,0.278974075,Soft Drinks,225.372,OUT019,1985,Small,Tier 1,Grocery Store,679.116
,,110,M,47.5,Others,59,Others,Arts,54.5,Arts,1,,0,52.43,Marketing & Finance,54,64,56,Placed,180000,DRK49,14.15,Low Fat,0.035913805,Soft Drinks,41.4138,OUT013,1987,High,Tier 3,Supermarket Type1,812.276
,,111,M,73.4,Others,75,Others,Science,64.38,Management,1,CAT,78,76.72,Marketing & HR,87,79,65,Placed,250000,FDD03,13.3,Low Fat,0.079806266,Dairy,232.53,OUT046,1997,Small,Tier 1,Supermarket Type1,699.09
,,112,F,44,CBSE,51,CBSE,Commerce,45,Commerce,0,,0,54.76,Marketing & Finance,50,76,66,Not Placed,0,FDS52,8.89,Low Fat,0.005505481,Frozen Foods,102.4016,OUT017,2007,,Tier 2,Supermarket Type1,2732.4432
,,113,F,82.3,Others,73,Others,Science,72.3,Science,1,,0,69.35,Marketing & Finance,74,68,84,Placed,295000,FDW39,,Regular,0.064625342,Meat,176.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437
,,114,M,66,Others,78,Others,Commerce,70,Management,0,MAT,68.5,59.5,Marketing & HR,71,64,59,Placed,180000,FDX34,,Low Fat,0.071636937,Snack Foods,121.7098,OUT027,1985,Medium,Tier 3,Supermarket Type3,4097.3332
,,115,F,68,Others,79,Others,Science,64,Engineering,0,,0,62.89,Marketing & HR,52,61,69,Placed,300000,FDV11,9.1,Regular,0,Breads,173.2054,OUT045,2002,,Tier 2,Supermarket Type1,3151.8972
,,116,M,77,Others,68,Others,Commerce,73,Commerce,0,MAT,61,58.78,Marketing & Finance,52,68,74,Placed,240000,FDD17,7.5,Low Fat,0.032677678,Frozen Foods,239.0906,OUT049,1999,Medium,Tier 1,Supermarket Type1,5942.265
,,117,M,59,Others,50,Others,Science,59,Management,0,MAT,89.69,57.1,Marketing & HR,55,63,59,Placed,120000,FDZ16,16.85,Regular,0.160760054,Frozen Foods,192.4478,OUT017,2007,,Tier 2,Supermarket Type1,4843.695
,,118,M,65,CBSE,57,CBSE,Commerce,57,Commerce,0,,0,59.1,Marketing & Finance,54,59,61,Placed,250000,FDZ46,7.485,Low Fat,0.06911065,Snack Foods,109.0228,OUT035,2004,Small,Tier 2,Supermarket Type1,2542.0244
,,119,M,80,Others,69,Others,Science,62,Management,0,MAT,68.92,58.46,Marketing & HR,56,64,71,Placed,275000,DRA12,11.6,Low Fat,0.041177505,Soft Drinks,140.3154,OUT017,2007,,Tier 2,Supermarket Type1,2552.6772
,,120,M,77.92,Others,75.5,Others,Commerce,63,Commerce,0,MAT,68.71,60.99,Marketing & Finance,67,77,60,Placed,275000,FDY58,11.65,Low Fat,0.040081193,Snack Foods,227.0694,OUT018,2009,Medium,Tier 3,Supermarket Type2,1141.847
,,121,F,77.7,CBSE,50,CBSE,Commerce,78.7,Computer Applications,0,MAT,79,59.24,Marketing & HR,58,64,74,Placed,150000,NCF19,13,Low Fat,0.035307322,Household,47.5034,OUT017,2007,,Tier 2,Supermarket Type1,680.4476
,,122,M,70,ICSE,68,ISC,Science,62,Engineering,1,MAT,70,68.07,Marketing & Finance,66,64,73,Placed,275000,DRJ13,12.65,Low Fat,0.063017847,Soft Drinks,159.0578,OUT045,2002,,Tier 2,Supermarket Type1,2085.9514
,,123,M,73,Others,48,Others,Science,56,Commerce,0,,0,60.03,Marketing & HR,50,73,58,Placed,300000,FDB14,20.25,Regular,0.171938781,Canned,92.512,OUT010,1998,,Tier 3,Grocery Store,186.424
,,124,M,44,Others,72,Others,Commerce,59,Management,0,MAT,41,58.75,Marketing & IB,50,58,57,Placed,240000,FDJ38,8.6,Regular,0.040197932,Canned,190.153,OUT035,2004,Small,Tier 2,Supermarket Type1,3036.048
,,125,M,70.08,Others,65.83,Others,Commerce,74.53,Management,0,,0,69.81,Marketing & Finance,56,68,70,Placed,336000,FDW11,12.6,Low Fat,0.049058014,Breads,62.7194,OUT017,2007,,Tier 2,Supermarket Type1,866.8716
,,126,M,79,Others,53,Others,Science,56,Engineering,0,MAT,89,65.45,Marketing & Finance,78,73,68,Placed,360000,FDL40,17.7,Low Fat,0.01161096,Frozen Foods,95.041,OUT035,2004,Small,Tier 2,Supermarket Type1,868.869
,,127,M,56,CBSE,47,CBSE,Science,61.17,Management,0,MAT,46.92,62.4,Marketing & Finance,60,66,56,Placed,280000,DRI49,14.15,Low Fat,0.183507295,Soft Drinks,82.4276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
,,128,F,80.32,Others,76.83,Others,Commerce,76.3,Management,0,MAT,47.31,71.15,Marketing & Finance,74,79,66,Not Placed,0,FDV38,19.25,Low Fat,0.102349519,Dairy,52.7956,OUT017,2007,,Tier 2,Supermarket Type1,928.1252
,,129,M,55,Others,74.67,Others,Arts,59,Computer Applications,2,GCET,50,60.43,Marketing & Finance,51,69,80,Placed,325000,DRG23,8.88,Low Fat,0.086708987,Hard Drinks,151.7682,OUT013,1987,High,Tier 3,Supermarket Type1,762.341
,,130,M,53.43,Others,64.93,Others,Commerce,53,Management,1,GCET,40,60.76,Marketing & Finance,51,73,66,Placed,204000,NCP30,20.5,Low Fat,0.032835147,Household,40.2822,OUT045,2002,,Tier 2,Supermarket Type1,707.0796
,,131,M,72,Others,65.29,Others,Commerce,67,Management,0,MAT,95,66.94,Marketing & Finance,65,73,81,Placed,240000,FDY25,,Low Fat,0.033809913,Canned,180.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,7968.2944
,,132,M,81.86,Others,62,Others,Science,76,Management,0,MAT,95.5,68.53,Marketing & Finance,54,67,77,Placed,240000,NCH54,13.5,Low Fat,0.07266912,Household,160.292,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128
,,133,F,73,Others,74,Others,Science,56,Management,0,K-MAT,96,61.41,Marketing & Finance,69,68,70,Placed,336000,NCR53,,Low Fat,0.144338493,Health and Hygiene,224.4404,OUT027,1985,Medium,Tier 3,Supermarket Type3,6976.2524
,,134,M,59.6,CBSE,80.83,Others,Commerce,67.72,Commerce,0,MAT,86,59.75,Marketing & Finance,54,68,60,Placed,218000,FDS52,8.89,Low Fat,0.009163216,Frozen Foods,101.7016,OUT010,1998,,Tier 3,Grocery Store,101.2016
,,135,M,78,Others,78,Others,Science,51,Science,0,,0,55.02,Marketing & Finance,54,56,50,Placed,216000,FDG02,7.855,Low Fat,0.011307038,Canned,188.5188,OUT018,2009,Medium,Tier 3,Supermarket Type2,952.094
,,136,M,48.6,CBSE,59.8,CBSE,Commerce,66.2,Management,0,MAT,84.27,67.2,Marketing & Finance,52,70,71,Placed,336000,NCO26,7.235,Low Fat,0.076855628,Household,116.0492,OUT046,1997,Small,Tier 1,Supermarket Type1,1969.4364
,,137,F,64,ICSE,70,Others,Commerce,83.5,Commerce,0,MAT,74,67,Marketing & HR,66,64,64,Placed,190000,FDH35,,Low Fat,0.059956876,Starchy Foods,165.4526,OUT027,1985,Medium,Tier 3,Supermarket Type3,5262.4832
,,138,F,61.5,Others,65.4,CBSE,Arts,67.93,Management,0,MAT,61,64.27,Marketing & Finance,69,69,61,Placed,230000,FDB51,6.92,Low Fat,0.038532062,Dairy,60.5852,OUT045,2002,,Tier 2,Supermarket Type1,1314.2892
,,139,M,60.4,ICSE,51.8,ISC,Commerce,74.8,Commerce,0,K-MAT,94.3,51.24,Marketing & Finance,53,50,50,Placed,390000,FDX44,9.3,Low Fat,0.043209581,Fruits and Vegetables,90.8172,OUT017,2007,,Tier 2,Supermarket Type1,535.3032
,,140,M,59,Others,77,Others,Science,59,Engineering,1,MAT,69,57.65,Marketing & Finance,57,79,62,Placed,500000,NCN07,18.5,Low Fat,0.056816465,Others,132.1284,OUT010,1998,,Tier 3,Grocery Store,263.6568
,,141,M,81,Others,87.9,Others,Science,58.5,Engineering,0,MAT,86.04,59.42,Marketing & Finance,50,67,58,Placed,270000,NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,2004,Small,Tier 2,Supermarket Type1,1402.1748
,,142,F,77,CBSE,70,CBSE,Science,72,Computer Applications,0,MAT,75,67.99,Marketing & HR,76,64,71,Placed,150000,NCX54,9.195,Low Fat,0.048331717,Household,105.1622,OUT017,2007,,Tier 2,Supermarket Type1,1693.7952
,,143,F,64,Others,57,Others,Commerce,65,Management,1,MAT,67,62.35,Marketing & HR,56,67,52,Placed,240000,NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,2002,,Tier 2,Supermarket Type1,2143.876
,,144,F,61,Others,49,Others,Science,63,Computer Applications,0,K-MAT,43.5,67.13,Marketing & HR,59,68,63,Not Placed,0,NCC30,16.6,Low Fat,0.027622076,Household,177.6344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2676.516
,,145,F,52,Others,59,Others,Arts,38,Arts,1,MAT,40,62.01,Marketing & HR,52,69,64,Placed,276000,FDI16,14,Regular,0,Frozen Foods,53.064,OUT035,2004,Small,Tier 2,Supermarket Type1,905.488
,,146,M,78.7,Others,55,Others,Science,63,Management,1,MAT,86,70.2,Marketing & Finance,66,64,75,Placed,300000,FDP16,18.6,Low Fat,0.039355947,Frozen Foods,246.3802,OUT049,1999,Medium,Tier 1,Supermarket Type1,7370.406
,,147,M,68,CBSE,75,CBSE,Commerce,80,Management,0,MAT,82,60.44,Marketing & Finance,65,77,57,Placed,168000,FDB11,16,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,2004,Small,Tier 2,Supermarket Type1,6301.1312
,,148,M,81,Others,76,Others,Science,64,Computer Applications,1,MAT,84,66.69,Marketing & Finance,66,69,58,Placed,300000,NCB06,17.6,Low Fat,0.082316506,Health and Hygiene,160.692,OUT035,2004,Small,Tier 2,Supermarket Type1,1597.92
,,149,M,55,Others,52,Others,Commerce,54.2,Management,0,CAT,20,55.83,Marketing & Finance,54,63,68,Not Placed,0,FDA45,21.25,Low Fat,0.155350299,Snack Foods,178.237,OUT035,2004,Small,Tier 2,Supermarket Type1,529.311
,,150,M,59,Others,58,Others,Commerce,59,Management,0,G-MAT,0,59.81,Marketing & HR,53,66,78,Placed,270000,NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1969.4364
,,151,M,58,CBSE,75,Others,Science,68,Engineering,1,,0,55.6,Marketing & Finance,53,75,52,Placed,360000,DRJ25,14.6,Low Fat,0.151419185,Soft Drinks,50.3692,OUT017,2007,,Tier 2,Supermarket Type1,1034.6532
,,152,M,65,CBSE,58,Others,Science,66,Science,2,MAT,55,62,Marketing & Finance,55,71,75,Placed,300000,FDR28,13.85,Regular,0.026001976,Frozen Foods,161.521,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331
,,153,F,80.84,Others,86.83,Others,Commerce,75.2,Management,1,MAT,78.74,76.18,Marketing & Finance,69,84,82,Placed,400000,FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2768.3964
,,154,M,54,Others,55,Others,Commerce,58,Management,0,MAT,67,57.03,Marketing & Finance,58,72,57,Placed,220000,DRK12,,Low Fat,0.041683481,Soft Drinks,31.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,898.83
,,155,M,64.6,ICSE,54,CBSE,Science,64,Others,0,MAT,75,59.08,Marketing & HR,59,67,62,Placed,180000,FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208
,,156,M,46,Others,41,Others,Commerce,43,Commerce,1,MAT,64,58.85,Marketing & Finance,52,73,67,Placed,180000,NCI18,18.35,Low Fat,0.014081156,Household,223.5746,OUT018,2009,Medium,Tier 3,Supermarket Type2,3589.9936
,,157,F,61,CBSE,54,CBSE,Commerce,69,Management,0,MAT,58,64.36,Marketing & HR,60,63,71,Placed,210000,FDB36,5.465,Regular,0,Baking Goods,132.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.3252
,,158,F,81,Others,72,Others,Science,65,Computer Applications,1,MAT,62,62.36,Marketing & HR,68,75,79,Placed,210000,FDN13,18.6,Low Fat,0.152918384,Breakfast,99.8358,OUT017,2007,,Tier 2,Supermarket Type1,1910.1802
,,159,F,82,Others,87,Others,Commerce,80,Commerce,0,MAT,92,68.03,Marketing & Finance,76,69,74,Placed,300000,DRD24,13.85,Low Fat,0.030969274,Soft Drinks,140.9154,OUT017,2007,,Tier 2,Supermarket Type1,1701.7848
,,160,F,78.7,Others,71,Others,Commerce,49,Commerce,0,MAT,92,66.86,Marketing & Finance,60,50,77,Placed,290000,FDQ28,14,Regular,0.060376776,Frozen Foods,154.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2471.4496
,,161,M,57,ICSE,62,ISC,Commerce,52.8,Commerce,1,MAT,67,62.79,Marketing & HR,63,66,74,Placed,180000,FDM22,14,Regular,0.04192285,Snack Foods,54.764,OUT013,1987,High,Tier 3,Supermarket Type1,1331.6
,,162,M,54.16,ICSE,57.4,ISC,Commerce,54.52,Management,1,MAT,22.95,58,Marketing & Finance,55,62,65,Not Placed,0,FDR07,,Low Fat,0.077367431,Fruits and Vegetables,97.0094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1808.9786
,,163,F,55.23,CBSE,64,CBSE,Science,60,Management,0,MAT,72,59.47,Marketing & Finance,54,73,63,Placed,230000,FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,3315.684
,,164,M,48,Others,50,Others,Commerce,53,Management,1,MAT,47.41,64.63,Marketing & HR,69,75,51,Placed,282000,DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,1997,Small,Tier 1,Supermarket Type1,2618.5914
,,165,M,59,Others,64,ISC,Commerce,63,Management,0,CAT,29,53.57,Marketing & HR,55,73,63,Placed,260000,FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728
,,166,M,55,CBSE,70,CBSE,Commerce,56,Commerce,0,MAT,72,55.41,Marketing & HR,59,64,63,Not Placed,0,DRL01,19.5,Regular,0.077608838,Soft Drinks,233.4958,OUT017,2007,,Tier 2,Supermarket Type1,5375.0034
,,167,M,75.66,ICSE,71.5,Others,Commerce,58.35,Commerce,0,CAT,56.39,66.5,Marketing & Finance,74,69,56,Placed,180000,FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,OUT017,2007,,Tier 2,Supermarket Type1,2838.9712
,,168,M,50,CBSE,57,CBSE,Commerce,58,Commerce,0,MAT,53.88,54.97,Marketing & Finance,62,64,64,Placed,260000,FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1743.0644
,,169,M,59,CBSE,62,CBSE,Commerce,50,Commerce,0,CAT,79,56.51,Marketing & Finance,58,61,50,Placed,400000,NCB30,,Low Fat,0.025578526,Household,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5555.4352
,,170,M,68,CBSE,75,Others,Commerce,61,Commerce,2,MAT,95.46,62.16,Marketing & Finance,62,72,73,Placed,420000,FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194
,,171,M,40.53,Others,64.75,Others,Commerce,54.35,Commerce,1,,0,54.35,Marketing & Finance,52,73,67,Placed,144000,NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573
,,172,F,73,CBSE,65,CBSE,Science,74,Management,1,MAT,66,64.44,Marketing & Finance,62,77,96,Placed,300000,FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,,Tier 2,Supermarket Type1,3823.0236
,,173,F,78.5,ICSE,70.5,Others,Commerce,65,Commerce,0,MAT,93.91,69.03,Marketing & Finance,70,73,80,Placed,150000,FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294
,,174,F,64,CBSE,70,CBSE,Commerce,59,Commerce,0,MAT,70,57.31,Marketing & Finance,55,72,55,Placed,220000,FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996
,,175,M,59,ICSE,90,Others,Commerce,67,Computer Applications,0,MAT,50,59.47,Marketing & Finance,63,77,66,Not Placed,0,FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,1998,,Tier 3,Grocery Store,345.5502
,,176,F,48,Others,62,Others,Commerce,62,Management,1,MAT,56.39,64.95,Marketing & HR,72,66,64,Not Placed,0,FDR47,17.85,Low Fat,0,Breads,196.5794,OUT010,1998,,Tier 3,Grocery Store,585.2382
,,177,M,58,CBSE,67,CBSE,Commerce,64,Commerce,0,MAT,78,60.44,Marketing & HR,54,70,60,Placed,380000,FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,,Tier 2,Supermarket Type1,1010.6844
,,178,M,52,CBSE,55,CBSE,Science,68,Others,1,,0,59.99,Marketing & HR,50,64,64,Placed,290000,NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,OUT010,1998,,Tier 3,Grocery Store,161.1236
,,179,F,74,Others,53,Others,Commerce,64,Management,2,MAT,57.5,61.31,Marketing & Finance,62,73,54,Placed,300000,DRY23,,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112
,,180,F,65,Others,68,Others,Commerce,55,Commerce,1,K-MAT,67,55.42,Marketing & Finance,56,75,52,Placed,252000,FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,,Tier 2,Supermarket Type1,3010.7476
,,181,M,47,Others,52,Others,Science,60,Management,0,K-MAT,58,63.39,Marketing & HR,62,64,57,Placed,280000,FDQ28,,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584
,,182,M,70,CBSE,75,CBSE,Science,71,Science,1,MAT,85,65.83,Marketing & HR,63,64,79,Placed,240000,FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,2002,,Tier 2,Supermarket Type1,988.713
,,183,M,64,CBSE,55,Others,Science,59,Management,1,MAT,55,58.23,Marketing & HR,59,72,68,Placed,360000,NCO17,,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688
,,184,M,64,ICSE,69,Others,Science,60,Engineering,0,MAT,85,55.3,Marketing & HR,54,64,57,Not Placed,0,FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112
,,185,M,66.08,Others,53,Others,Science,56,Engineering,0,MAT,71,65.69,Marketing & Finance,58,75,73,Placed,180000,FDT12,,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302
,,186,F,77,ICSE,79,ISC,Commerce,86.7,Management,1,K-MAT,95,67.83,Marketing & Finance,75,79,75,Placed,450000,FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016
,,187,M,79,Others,87,Others,Commerce,81,Management,0,MAT,80,73.52,Marketing & HR,71,64,71,Placed,200000,FDO08,,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104
,,188,M,56,CBSE,79,CBSE,Commerce,65,Management,0,MAT,84,58.31,Marketing & Finance,50,64,72,Placed,300000,NCW29,14,Low Fat,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986
,,189,M,59,ICSE,60,ISC,Commerce,62,Management,1,,0,53.37,Marketing & HR,52,50,50,Placed,350000,FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,,Tier 2,Supermarket Type1,2336.958
,,190,M,53.3,CBSE,57.5,ISC,Commerce,59.7,Management,0,,0,56.11,Marketing & HR,57,70,71,Placed,550000,NCB19,6.525,Low Fat,0.090436094,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932
,,191,M,55,ICSE,68,Others,Science,71,Science,1,MAT,86,56.09,Marketing & HR,58,65,58,Not Placed,0,FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368
,,192,M,70,Others,68,Others,Commerce,68,Commerce,0,,0,63.36,Marketing & Finance,66,70,65,Placed,250000,FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224
,,193,F,64.5,CBSE,65,ISC,Science,68,Computer Applications,0,MAT,57.2,54.8,Marketing & HR,61,75,50,Placed,250000,FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,,Tier 2,Supermarket Type1,3124.5994
,,194,M,56,Others,59,Others,Science,65,Science,2,MAT,60,60.64,Marketing & HR,54,62,74,Not Placed,0,FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916
,,195,M,50,Others,53,Others,Commerce,55,Management,0,MAT,58,53.94,Marketing & HR,50,70,55,Placed,250000,NCX06,,Low Fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328
,,196,F,68.96,Others,76,Others,Commerce,63,Management,0,MAT,72.15,63.08,Marketing & Finance,79,66,54,Placed,280000,FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
,,197,M,60,CBSE,63,Others,Science,65,Management,0,MAT,53.7,55.01,Marketing & HR,50,64,60,Placed,250000,FDB41,19,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078
,,198,F,70,Others,55,Others,Science,62,Management,0,MAT,89,60.5,Marketing & Finance,50,79,70,Placed,216000,NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845
,,199,M,48,Others,54,Others,Science,58,Management,0,MAT,39,52.42,Marketing & HR,50,70,53,Placed,204000,FDE40,,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596
,,200,M,63.2,CBSE,67.8,CBSE,Commerce,62.6,Commerce,2,MAT,96,70.85,Marketing & Finance,53,76,72,Placed,300000,FDX49,,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69
,,201,M,74,Others,72,Others,Science,71,Science,0,MAT,80,67.05,Marketing & Finance,73,73,58,Placed,240000,NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,,Tier 2,Supermarket Type1,745.696
,,202,M,73,CBSE,77,CBSE,Science,76,Science,1,MAT,97,70.48,Marketing & HR,66,62,78,Placed,276000,FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736
,,203,M,52.8,CBSE,63.4,CBSE,Commerce,58.6,Management,2,MAT,82.66,64.34,Marketing & Finance,58,74,68,Placed,940000,FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,,Tier 2,Supermarket Type1,1701.7848
,,204,M,63,Others,43,Others,Science,63,Management,0,MAT,73,58.81,Marketing & IB,59,60,55,Not Placed,0,FDI24,,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606
,,205,F,59,ICSE,62,Others,Science,65.6,Engineering,3,MAT,55.67,71.49,Marketing & HR,80,77,58,Placed,250000,FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704
,,206,M,71,ICSE,51,Others,Science,74,Computer Applications,1,PGCET,85,59.99,Marketing & HR,65,79,73,Placed,300000,FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,,Tier 3,Grocery Store,327.5736
,,207,F,53.44,Others,70,Others,Arts,70,Management,0,K-MAT,14.99,57.98,Marketing & Finance,56,77,61,Placed,180000,FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834
,,208,F,61.5,ICSE,61.8,ISC,Arts,65.3,Management,2,MAT,80.4,71,Marketing & Finance,83,73,64,Placed,236000,DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,,Tier 2,Supermarket Type1,3630.6074
,,209,M,69,Others,51,Others,Commerce,69,Management,1,MAT,60,56.7,Marketing & HR,52,60,72,Placed,240000,FDS45,,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
,,210,M,62,ICSE,66,CBSE,Science,60.33,Arts,1,MAT,64,61.26,Marketing & HR,53,56,80,Placed,250000,FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,,Tier 3,Grocery Store,231.6984
,,211,F,81,CBSE,68,CBSE,Commerce,69,Management,0,MAT,75,73.33,Marketing & Finance,82,67,61,Placed,350000,DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16
,,212,M,56.5,Others,61,Others,Commerce,60,Management,1,,0,59.5,Marketing & HR,52,69,67,Placed,210000,DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446
